id,BG,AG,HA,ED,HE,SE
13385,1,3,2,9,3,1
13386,1,0,2,4,3,0
13387,2,2,1,2,0,2
13388,1,0,0,9,3,2
13389,2, ,1, ,1,2
13390,0, , , ,0,0
13391,1,2,1,6,0,1
13392,2,0,0,6,2,0
13393,0,1,2,6,2,0
13394,1,2, ,10,3,1
13395,2,1,0,7,3,2
13396,2, ,1, , ,0
13397, ,2,1, ,0,1
13398, ,1,2,7,1,1
13399,0,4,2,4,0,0
13400,1,1,2,7, ,0
13401,0,2,0,3,3,1
13402,0,3, ,9,1,2
13403,0,0,0,10,1,0
13404, ,4,0,10,0,2
13405,2,1,0,8, ,0
13406,2,2,2, ,3,0
13407,1,0,0,0,3,2
13408,2,0,0,3,3,1
13409,1, ,2,0,1,2
13410,0,3,2,10, , 
13411,2, ,1,0,2, 
13412,0,3,0,7,2,0
13413,2,1,2,7,2,0
13414,2,1,0,8,0, 
13415,1,4,0,6,2,2
13416,2,3,0,7,0,0
13417,0,3,0,2,2,0
13418,1,2,2, ,3,1
13419,2,3,1,10,0,1
13420,2,1,1,3,2, 
13421,2,3,2,7, ,0
13422,0,0,2,0,0,0
13423,0,3,1,0,1,0
13424,1,3, , , ,1
13425,0,1,1,2,2,0
13426,1,0,0,9,2,0
13427,1,4,2,5,0,2
13428,0,1,0,7,1,0
13429, ,0,0,1,0,0
13430,2,2,0,0,0,1
13431, ,2,0,10,0,1
13432,0,2,0,3,0,2
13433,1,4,0,1,1,0
13434,1,4,2, ,2,0
13435,1,2, ,6,1,2
13436,1,1,0,10,2,0
13437,0,2,0,5, ,2
13438,2,2,2,0,3,1
13439,1,2,2,8,3, 
13440,2,4, ,9,2,1
13441,1,2,1,9, ,2
13442,2,0,2, ,3,1
13443,2,2,2,4,2,0
13444,0,3,2,10,1,2
13445,0,0, ,1,0,0
13446,2,0,1, ,1,1
13447,2,1,1,5,2,0
13448,0,3,1,0,2,0
13449,2,2,1, ,3,2
13450, ,0,0,6,0,2
13451,0,2,1,7,0,1
13452,2,1, ,9,2,2
13453,1,0,1,4,2,2
13454,2,0,2,2,2,1
13455,2,3,0, ,0,1
13456,1,0,2,3,2,0
13457,2,3,0,8,1,0
13458,0,4, ,9,2,2
13459,0,1,2,4,1,0
13460,2,1,2,9,1,0
13461,1, ,0,8,3,0
13462,1, ,1,4, ,1
13463, ,4,1,10,1,2
13464,1,3,0,3,2,1
13465,1,1,2, , , 
13466,0,0,2,7,0,0
13467,2, ,2,10,1,1
13468,1,0,2,7,2,0
13469,0, ,0,2,2,1
13470,2, ,1, ,3,1
13471,2,1,0,6,0,2
13472,2,1,1,2,1,2
13473,0,1,0, ,2,0
13474,2,0, ,8,1,0
13475,1,2,0,4, , 
13476,2,4,1,2,2,0
13477,0,4,1,4,3, 
13478,1,1,1,5,2,0
13479,0,3,1,10,0,1
13480,0,2,1,3,1,0
13481,0,3, ,0,3,0
13482, ,2,2,10,0,2
13483,2,0,0,0,1,2
13484,0,0,2,10,2,2
13485,0,3,1,9,1,0
13486,2,2,1,6,3,0
13487,1,3,0, ,3,2
13488,1,1,2,1,1,2
13489,2,4,1,6,0,0
13490,2,2, ,10,1,2
13491,1,0,2,10,1,2
13492,1,4,0, ,2,2
13493,0,3,1,0,1,2
13494,2,2,2,9,0,2
13495,2,1,1,7,3,0
13496,2, ,0,3,0, 
13497,1,0,1,9,1,0
13498, ,4, ,8,2,0
13499,0,3,2,0,0,0
13500,1,4,0, ,2,0
13501,0,1,1,3,3,0
13502,2, ,0, ,3,0
13503,2, ,2,3, ,0
13504, , ,1,7,0, 
13505,0,0,1,8,2,0
13506,1,0,0,5,0,1
13507,2,2,1,8,3,0
13508,0,2,2,6,3,0
13509,2,1,1,3,0,1
13510,2,3, ,0,2, 
13511,1,3,0,9, ,2
13512,0,0,1,4,3,1
13513,0, , ,2,1,0
13514,1,1,2,0,0,0
13515,2,0,0,8, ,0
13516,1, ,0,4,2,1
13517,1,0, ,8,1,1
13518,1,0,0, ,0,2
13519, ,0,1,0,1, 
13520,0,2,2,4,2,0
13521,0,0,2,2,1,2
13522,0,3,2,6,1,0
13523,0,2,2,8,0,0
13524,0,1,2,9,1, 
13525,0,1,2, , ,2
13526,2,4,0,0,1,0
13527,2,0,0,4,0,0
13528,0,3,0,9,1,1
13529,0, ,1,4,3,0
13530,1, ,0,2,2,2
13531,1,1,2,0,2,0
13532,0,4,0,3, ,0
13533,2,3,2,7,2,0
13534, ,2,0,3,3,2
13535,2, ,1,5,3,1
13536, ,1, ,7,3, 
13537,0,4,1,4,1,2
13538,0,2,1,6,3,0
13539, ,0,1,2, ,1
13540,2,4,1,8,3,1
13541,2,1,0,10,2,1
13542,0,0,1,2,1,2
13543,0,4,0,2,1,2
13544,1, ,1,2, ,1
13545,0,0, ,2,2,1
13546,1,2,0,2,2,2
13547, ,0,2,9,0,0
13548,2,0,1,0,0,0
13549,0,3,0,6,2,2
13550,1,2,1,7,2,2
13551,2,1,1,2,0,0
13552,0,1, ,1,1,1
13553,0,1,2, ,1,0
13554,2,2,0, ,3,0
13555,2,2,2, ,1,0
13556,1,0,0,3,1,0
13557,0,0,2,8,0,2
13558,1, , ,3,0,1
13559,2,3,2,9, ,1
13560,1,0,2,4,0,0
13561,1,1,2,5, ,0
13562,1,4,2, ,2,1
13563,1,2, ,2,0,2
13564,1,0,0,10,1,2
13565,0,2,2,3,1, 
13566,2,0,2,6,2,2
13567,0,3,2,5, ,1
13568,0,3,1,8,1,2
13569,2,3,0,5,1,1
13570,1,0,1,8, ,0
13571,2,3,2,6,1,1
13572,0,4,1,10,1, 
13573,1,4,2,0,1,2
13574,1, ,0,7,1,2
13575,0,2,0, ,1,0
13576,0,0,0,6,0,0
13577,0,1,2,7,2,0
13578,2,1,1,10,0,0
13579,1,0,1,4,0,2
13580, , ,1,3, ,2
13581,2,2,1,6,0,2
13582,0,0, ,10,1,0
13583,1,3,2,3,3,0
13584,0,3,1,4, , 
13585,0,1,1,10,1,0
13586,1,2,2,9,1,0
13587,0,0,1, ,1,2
13588, ,2,2,9,0,1
13589,2,4,0,4,0,2
13590,2,0, ,8,1,1
13591,2,3,1,6,3,0
13592, ,2,2,0,0,0
13593,1,0,0, ,3,0
13594,1,1,1,2,1,2
13595,2, ,0,3,2,1
13596, , , ,8,2,0
13597,2,1,0,1,2,2
13598,2,1,2,7,3,1
13599,2,2,2,8,3,1
13600,1,1,2,9,1,1
13601,0,1,1,7,1,0
13602, ,1,2, ,3,1
13603,1,3,1,9, ,2
13604,0, ,0,1,0, 
13605, ,1,0,8,2,2
13606,2,0, ,3,1, 
13607, ,0,0,5,2, 
13608,0,0, ,7, ,1
13609,2,3,1,0,3,0
13610,0, ,2,2,2,1
13611,1,0,2,2,3,1
13612,1,4,1,6,0,1
13613,1,0,1,0,1,0
13614,0,0,0,1,0,2
13615,1,0,0,3, ,0
13616,0,2, ,1,1,1
13617,0,1,2,5,0,0
13618,0,0, ,4,2,0
13619,0,0,0,3,2,0
13620,0,4,1,3, ,1
13621,1,1, ,6,1,0
13622,2,3, ,5,3,0
13623,0,1,0,9,1,0
13624,0,3,1,9, ,2
13625,2,3,2,3,2,0
13626,1, ,1,3,2,2
13627,1,0,0,10,2,0
13628,0,4,1,2,3, 
13629,2,2,2,0,0,1
13630,2,3,0,2,1,2
13631,0,3,1,10,2,1
13632,0,2, ,6,0,0
13633, ,1,1,7,2,0
13634,0,3,0,1,0, 
13635,0, ,1, , ,2
13636,2,4,1,5,1,0
13637,1,0,1,10,0,2
13638,2,4,2,8,2,1
13639,2,4,2,6,2,0
13640,1,0,0,6,2,1
13641,2,4,2,5,2,2
13642,1,2,1,5,0,1
13643,1,4,0,10,2,1
13644,2,0,2,8,1,0
13645, ,2,0,10,0,1
13646,2,4,0,7,2,2
13647,1, ,2,1,0,0
13648,2,2,2,10,0,2
13649,2,1,1,6,1,2
13650,2, ,0,10,3,1
13651,1, ,0, ,2,2
13652,0,1,1,1,0,1
13653,1,1,1,9,3, 
13654,0,4,2,6,2,1
13655,2,3,2,3,3,0
13656,1,2,1,7,2,1
13657,1,1,0, ,2,1
13658,1,4,2,1,3,0
13659,0,1,2,9,3, 
13660,2,3,1,10,0,1
13661,2,0,0,8,3,1
13662,1,1,0,4,3,2
13663,2, ,1,1,2,2
13664,0,0,2,7,3,1
13665,0,4,1, , ,2
13666,2,2,1, ,2,0
13667,0,1,1,6,1,1
13668,2,4,1,6,1,2
13669,2,0,2,4, ,2
13670,1,2,2,7,3,2
13671,1,0,0,5,2,0
13672,0,0,0,0,3,2
13673,1,1,1,3,1,2
13674,2,2, ,5,1,2
13675,1,0,2,4, ,1
13676,2,2,0,4,3,2
13677,2, ,2,8,3,1
13678,1, ,2,4,3,1
13679,0,0,0,1,0,1
13680,1,4,0,7,3,0
13681,2, ,2,8,2,2
13682, , ,1,0,0, 
13683,0,3,2,9, ,1
13684,1,1,2,4,0,2
13685,2, ,1,5, ,2
13686,0,2, ,7,1,0
13687,2,4,1,10, ,0
13688,1,1,2,10,3,1
13689,0,0,2,9,1,1
13690,2, ,2,9,1,1
13691, ,4,2,0,2,1
13692,1,0, ,6,1,1
13693,2,4,2,9,0,0
13694,1, ,1,10, ,1
13695,0,0,1,9, ,1
13696,1,3,0,2,3,1
13697,0,4,2,6,1,0
13698,0,2,1,1,2,0
13699,0,1,0,5,3,2
13700,0,0,2,8,0,1
13701,0,4,0,10,0,1
13702,1,0,1,2, ,0
13703, ,0,1,4,2,1
13704,0,3,0,1,3,0
13705,0,2,1,2, ,2
13706,0,3,0,4,2,1
13707,0,4,1,0,2, 
13708, ,1,0,3,2,2
13709,2,0,1,9,0,0
13710,0,1,0,9,2,1
13711,0,0,0, ,2,0
13712,2,1,1,3,0,2
13713,0,2,0,6,2, 
13714,0,4,0,8,0,0
13715,0,3,0,2,1, 
13716,2,2,2,9,3,0
13717,0,2,1,7,0,0
13718,0,2,0,4,3,0
13719,1,3,2, ,0,0
13720,1,3,0,8,3,2
13721,2,3,1,4,1,0
13722,0,0,1,8,2,2
13723,0,4,2,5,2, 
13724,0,1,1,4,0,0
13725,2,4, ,9,3,0
13726,2, ,0,4,0,1
13727,1,1,1,9,0,1
13728,1,0,1,4,3,1
13729,1,4,0, ,2,2
13730,0,2,0,6,0, 
13731,0,3,1,1,0,2
13732,0,0, ,6,2,2
13733,2,3,1,3,0,0
13734,2,4,0,3,0,1
13735,2,0,1,1,3,2
13736,1,4,1,1,0, 
13737,2,0,0, , ,0
13738,0,3,0,0,3,0
13739,2,4,1,1,0,2
13740,1,0,1,0,3,0
13741,1,2,2, ,3,0
13742, ,0,1,10,0,1
13743,2,3,2,10,0,1
13744,0,3,1,3,1,2
13745,2,1,2, ,2,2
13746,1,0,1,8,3,0
13747, ,2,2,10,2,1
13748,1,1,0,4,1,2
13749,1,4,2,9, ,0
13750,1,1, ,4,0,2
13751,0,4,1,6,3, 
13752,1,3, ,3,2,0
13753,0,3,2,2,0,0
13754,2,2,1,0,2,2
13755,0, , ,7,2, 
13756,1,4,0,4,2,2
13757,0,2,0,4,3,2
13758,1,2,0,1,0,0
13759,0,1,1,8,1,1
13760,1,2,0,10,1,1
13761,0,0, ,7,3,0
13762,2,0, ,3,0,0
13763,0,4,2,7,1,1
13764,0,3,0,5,0,1
13765,1,3,1,0,3,1
13766,0,3,2,10, ,2
13767,0,3,0,2,0,0
13768,1,0,2,1,1,2
13769,1,4,2,9,2, 
13770,1,3,2,2,3,1
13771,1,3,1,8,2,0
13772,0,1,0,2,2,2
13773,0,2,2,4,0,1
13774,1,2,0,4,3,2
13775,0,2,1,3,1,1
13776,0,1,2,2,3,2
13777,2,0,0,4,0,1
13778,0,0,1,2,0,0
13779,2,2,2,0,1,1
13780,1,3,1,8,1,0
13781,2,1,0,2,0, 
13782, ,1,2,0,0,2
13783, , , ,10,1,2
13784,0,1,1,8,0,2
13785,0,4,0,10,1,0
13786,2,1,1, ,2,1
13787,1, ,0,0,3,0
13788,2,0,0,4,0,0
13789, ,4,1,9, ,2
13790,1, ,2,2,3,0
13791,0,1, ,5,3,1
13792,0,4,1,5,1,1
13793,0,2,0,1,0,2
13794,1,4,2,9,2,0
13795, , ,2,7, ,1
13796,1,3,1,7,0,1
13797,1,1,1,3,0,1
13798, ,2,1,1,3,2
13799, ,1,2, ,3,1
13800,1,0,0,3,2,0
13801, ,3,1,5,3,1
13802,2,0,0,8,0,1
13803,0,4,0,7,1,0
13804,1,3,2,7, ,1
13805,0,4,1,10,0,0
13806,2,0,1,3,3,0
13807,1,1,2,6,1,2
13808,1,1,1, ,0,1
13809,0,0,2,6,1,0
13810,1,0,1,9,2, 
13811,2,2,1,2,0,2
13812,2, ,0,7, ,0
13813,0,2,0,9, ,0
13814,2,3,0, ,0,0
13815,1,3,1,4,2,2
13816,1,2,2,0,0,0
13817,2,4,2,9,0,2
13818,2,2,1,7, ,0
13819, ,2,2,6,0,1
13820,2,2,2, , ,1
13821,1,2,1,4,2,1
13822, ,0,1,4,2,2
13823, ,3,1, ,3,0
13824,1,0,1,10,0,0
13825,2,2,0,9, ,2
13826,0,1,1,6,3,1
13827, ,3,0,4,2, 
13828,0,0,1,3,1, 
13829,2,4,2,4,0,1
13830,1, ,0,8,3,0
13831,2,3,0,4,2, 
13832,0,1, ,0, ,1
13833,2,0,1,10,0, 
13834,1,1,1,6,2, 
13835,1,0,2,8,2,1
13836,1,2,2,6,2,2
13837,0,2, ,9,0,1
13838,1,2,2,7,0,1
13839,1,1,2,4,0,0
13840,2,4,1,10,2, 
13841,2,0,1,0,1,0
13842,1,3,2,3,3,0
13843,2, , ,9,0,1
13844,0,0,1,6,0,2
13845,0,4,2,6,1,0
13846,1,2,0,10, ,0
13847,2,3,1,3,2,2
13848,2,2,1, ,0,1
13849,1,2,0,1,3,2
13850,2,2,0,9, , 
13851,2,0,1,5,0,1
13852,1,2,1,4,1,2
13853,1,2,0, ,0,0
13854,1,2,0,1,0,2
13855,0,4,0,10,3,1
13856,0,2,1,4, ,2
13857,0,4,2,9,0,2
13858,0,4,2,5,0,0
13859,1,0,0,7,1,1
13860,1,1,0,4,1,1
13861, ,2,0,3,1,1
13862, ,2,1,2,2,2
13863,0, ,1,1,2,0
13864,2,3,0,5,2,2
13865, ,2,1,2,0,0
13866, ,3,2,6,1,1
13867,0,4,2,0,2,0
13868,2,4,1,3, , 
13869,0,0,2,4,0,2
13870,0,1,0,5,0,2
13871,2,3,1,8,0,0
13872,0,1,0, ,1,2
13873,1,4,1,6,3,0
13874,1,3,1,0,3,2
13875,1,2,2,5,1,2
13876,0,0,2,8,3,1
13877, ,3,1,3,1,0
13878,2,3,1,10,0,0
13879,0,4,1,3,1,2
13880,1,2,2, ,2,2
13881, ,1,0,1,0,2
13882,1, ,0,0,3,2
13883,2,2,0, ,1,0
13884,0,2,0, ,0,1
13885,0, ,0,7,2,1
13886,1,1,0,1,2,0
13887,0,3,1,2,3,0
13888,1,4,0,10, ,1
13889, , ,2,0,3,2
13890,2,4, ,9,1,0
13891,0,1,0,10,3,2
13892,2,2,2,10,3,1
13893,2,3,0,2,3,0
13894,1, , ,1,1,2
13895,0, ,1, ,2,0
13896,0,3,2,2, ,0
13897,0,4,1,2,0,2
13898, ,4,1,2, ,1
13899,1,1,0,4,0,0
13900,0,4,0,3,1,2
13901,1,3,2,2,3,2
13902,0,1,1,0, ,0
13903,1,1, ,2,3,1
13904, ,4, ,9,1,1
13905,1,0,2,3,1,2
13906,0, , , ,0,2
13907,1, ,2,5,2,1
13908,0,0,1,5, ,0
13909, ,0,0,10,2,2
13910,2,2,0,2,3,0
13911,0,3,1,3,3,2
13912,1,3,0,3,1,2
13913,2,2,1,7,0, 
13914,2,2, ,9,3,1
13915,2,3,2, ,0,0
13916,0,1,0,3,2,1
13917,1,2,0,3,3,0
13918,1,2,1,2,2,2
13919,1,0,1,3,0, 
13920,0,2,2, , ,0
13921,1,1,0, ,0,1
13922,0,1,0, , ,1
13923,0,3,1,0,0,1
13924,0,0,0,8,0, 
13925,1,3,0,4,3,2
13926,1,0,0,5,1, 
13927,2,2,0,9,2,2
13928,0,0,1,8,1,1
13929,0,0,2,5,0,1
13930,2, ,0,2,2,0
13931,2,0,2,9,3,0
13932,2, ,0,2,3,1
13933,2, ,1,9,0, 
13934,0,4,2,3,2,0
13935,2,3,2,7,0,1
13936,0,0,1, ,2,1
13937,2,3, ,0,2, 
13938,0, ,0,9,2,1
13939,0,4,2,7,1,2
13940,0,4,1,3,0,0
13941,1,3,2,6,2,0
13942,0,3,1,9,3,0
13943,2,4,2,10, ,0
13944,1,2,1,8, ,0
13945,0,0,1,2,1, 
13946,2,1,0,0,3,1
13947,1,2,1,3,1,2
13948,0,4,2,0,2,2
13949,0,0,0, ,3, 
13950,2,4,1,7,0,2
13951,0,0,0,6,3,2
13952,2, ,1,5, ,2
13953, ,0,0,3,1,1
13954,2,1,1,0,1, 
13955,0,3,1,2,3,1
13956,1,0,2,2,1,2
13957,0,2,1,3,3,2
13958,2,3, ,5,1,2
13959,1,0,2,10,2,2
13960,1,4,0,8,1,1
13961,1,2,1,6,0,2
13962, ,0,1,2,1,0
13963,1,3,0, ,2,2
13964,2,0,2,6,2,2
13965,2,1,2,9,1,1
13966,0,1, ,0, ,0
13967,2,3,2,1,0,2
13968,2,1,0,2,1, 
13969,2,4,2,0, ,2
13970,0,3,2,7, ,2
13971,1,4,0,4,2,0
13972, ,4,2,8,1,0
13973,1,3,0,8,2,1
13974,2, ,1,4,1,1
13975,1,3,2,9,2,1
13976,1,0,0,6,3,2
13977,2,0,2,1,3,2
13978,1,0,1,0,2,2
13979,0,2,2,2,1,2
13980,0,2,0,0,2,0
13981,0,4,2,0,1,0
13982,0,0,2,2,1, 
13983, ,3,0, ,1,1
13984,2,4,1,4,3,0
13985,1,3,0, ,0,2
13986,0,1,2,0,1,0
13987,2,0,2,9,1,0
13988,2,1,2, ,0,0
13989,1,3,1,8,2, 
13990, ,0,2,9,0,2
13991,2,3,0,6, ,1
13992,1,1,1,6,3,2
13993,1,3,1,6,2,2
13994,0,1,0,1,3,2
13995,0,4,1,0,0,2
13996,1,4,1,10,0,0
13997,1,4,2,8,3,0
13998,2, , ,2,0,1
13999,2,3,2,10,3,2
14000,0,4,0,8,3,0
14001,2,0,0,0,1,0
14002,2, ,2,0,1,0
14003,1,4,1,2,3,1
14004,1,3,0,10,3,0
14005,1,3,2,10,2,2
14006,1,3,2,6,2,0
14007,2,0,1,4,0,0
14008,2,2,0,5,3,1
14009,0,4,1,9,0,1
14010,0,3,2,4,1,1
14011,1,3,2,7,0,0
14012,0,3, ,3,0,1
14013,2,2, ,7,0,0
14014,0,2,1,10, ,2
14015,1,4,0,2,2,0
14016,1,3,1,7,3,0
14017,0,3,1,2,1,1
14018,2,2,0, , ,0
14019,0,1,2,8,0,0
14020,0,0,2,0,0,1
14021,0,3,2,9,3,0
14022,1,3, ,10,3,2
14023, ,0,1,10,3,1
14024,0,3,1,4,0,0
14025,0,1,2,8,3,1
14026,2,1,0,0,3,0
14027,0,1,0,7,1,2
14028,0,2,2,2,0,1
14029,1,3,0,8, ,1
14030,0,2,1,1, ,2
14031,2,2,2,6,3,2
14032,0,0, ,0,0,0
14033,2, ,2,9,3,0
14034,0,1,1,2,1,2
14035,2, ,1,10,1,0
14036,0,3,2,7,1,2
14037,1, ,2, , ,1
14038,2,1,1,1,2,1
14039,0, ,0,1,1,2
14040,1,0,2,0,2, 
14041,0, ,2,10,1,1
14042,2,1,2,6, ,0
14043,2,4,0,5,0, 
14044,2,1,0, ,2,1
14045,2,3,2,9,3,0
14046,1,4,1,8,0,0
14047,2,2,1,3,3,2
14048,2,0,0,0,1,1
14049,2, ,1,2,2,0
14050,1,0,2,3,2,2
14051,2,0,2,8,0,2
14052, ,1,1,9,3,1
14053,0,2,1,9,0,2
14054, , ,1,4,1, 
14055,2,0,2,1,0,0
14056, ,4,2,5,2,0
14057,2,1,2,8,1,1
14058,0,4,2,10,3,2
14059, ,2,2,1,1,2
14060,2,3,2,9,1,1
14061,1,2,0,6,0,1
14062,1,2,0,8, ,1
14063,1,1,2,0,1,0
14064,0,4,2,6,1,0
14065,0,3,1,5,2,1
14066,0,4,2,8,3,1
14067,2,2,2,0,0,2
14068,2,0,1,9,2,1
14069,1, ,0,6,2,1
14070,0,2,1,7,2,1
14071,1, ,1,1,0, 
14072,1,0,2,7, ,2
14073,2,0, ,3, ,0
14074,0,1,1,4,1, 
14075,0,1, ,9,3,2
14076,0,4,0,7,3, 
14077,0,1,0,10,2,1
14078,1,2,0,6, ,0
14079,2,3,0, ,2,2
14080,0,2,2,5,2,2
14081, ,4,1,9,1,0
14082,2,4, ,2,3,1
14083,0,4,0,10,0, 
14084,2, ,0,4, ,1
14085,1,4,0,3,1,2
14086,1,0,2,7,2,1
14087,0,3,1,9, ,0
14088,2, ,2,1,2,2
14089,0,2,1,9, , 
14090, ,0,1,10, ,2
14091,0,0, ,6,0,2
14092,1,2, ,0,3,2
14093,2,4, ,1,1,2
14094,0,2,2,7,2,0
14095,1,1,1,6,0,0
14096,2,4,0,2,3, 
14097,1,4,1,7,1,2
14098,2,0,0,8,3,2
14099,2,4,0, ,0,0
14100,0,4,0,4,3,1
14101,2,2, ,9,0,1
14102,1,2,2,8,2,0
14103,2,4,2,9,0,2
14104,1,3,2,3,2,0
14105,0,0,1,6,0,0
14106,2,3,1,10,1,0
14107,2,1,0,7, ,1
14108,1,0,0,2,0,1
14109,1,3,2,5,1,2
14110,0,2,2,5, , 
14111,1,2, ,8,0,2
14112,0,4,0, ,3,1
14113,1,0,1,2, ,1
14114, ,3,0,6,3,1
14115,1,1, , ,3,0
14116,0, ,0,10,2,1
14117,0,1,0,9,3,2
14118,1,0,2,3,3, 
14119,2,3,2,4,2,2
14120,2,2,1,2,1,1
14121,2, ,2,5, ,2
14122,2,2,1,8,1,2
14123,0,4,1,8,0,1
14124,1,4,2,5,0,0
14125,2, ,2,5,2,1
14126,0,0,2, ,3,0
14127,1,4,1,9,1,2
14128,1,0,0,7, ,0
14129,2,1,2,4,2,2
14130,0,4,0,1, , 
14131,2,2,2, ,1,0
14132,1,1,2,1,0,1
14133,1,2,1,0,3,0
14134,0,1,2,0,0,1
14135, , ,0,3,2,1
14136,1,2,1, ,1,0
14137,1,2,2,8,1,0
14138,0,2,2,7,2,0
14139,1,4,0,3,1, 
14140,1,3, , ,3,2
14141,2,0,0,0,2,2
14142,1,3,0, ,2,0
14143,1,4, ,0,3,0
14144,2,1,0,2,1,0
14145,2,1,1,0,2,1
14146,1,1,0,1,1, 
14147,0,4,2,1,0,0
14148,1,3,0,0,0,2
14149,1,0,2,7,3,1
14150,1,4, ,8,3,0
14151,2,1,1,9,2,0
14152,2,1,0,2,3,0
14153,2,1,2,2,2, 
14154,1,1,0,4,3,2
14155,0, ,1,1,1, 
14156,0,4,2,2,1, 
14157,1,1,1,0,3,1
14158,0, ,2, ,0,0
14159,0,1,0, ,2,2
14160,1,4,2,0,3,2
14161,2,1,0,0,0,2
14162,2,4,1,8,0,0
14163,1,1,2,1,0,1
14164,0,3,2,1, ,1
14165,2,3,2,7,1,1
14166,0,4,1,3,1,0
14167,2,0,1, ,3,0
14168,1,4,0,0,2,2
14169,0,1,2,7,1,2
14170,2, ,1,3,0,0
14171,0,3,2,1,3,1
14172,1, ,1,1,3,1
14173,0,2,1,1, ,0
14174,1,3,0,6,0,2
14175,1,0,2,7, ,2
14176,0,1,1,2, ,1
14177,0,0,0,4,2,2
14178, ,4, ,5, ,0
14179,0,2,0,3,0,2
14180,1,0,0,7,1,2
14181,2,1,1,5,3,0
14182,0,4,0, ,0,1
14183,0,3,1,7,2,2
14184,0,2,0,0,2,1
14185,2,4,2,4,1,2
14186,2,0, ,6,1,2
14187,1, ,2,2, ,2
14188,1,2,1,10,3,0
14189,1,2,0,5,3,0
14190, ,3,1,10,0,2
14191,2,3,0,6,1,1
14192,0,0,0,2,3,2
14193,2,3,0,8,0,0
14194,2,3,1,4,1,0
14195,2,4,1, ,2,2
14196,1,4,0, , ,1
14197,0,0,0,4,2,2
14198, ,1,1,2,0,0
14199, , ,0,0,0,0
14200,1,2,1,6,3,1
14201,2,4,1,4, ,1
14202,0,3,1, ,3,0
14203,0,4,0,4, ,2
14204,0,4,1,4,3,0
14205,2, ,0,2,0,0
14206,2,1,1,4,3,1
14207,1,3,0,7, , 
14208,1,3,2,10,2,1
14209,0,3,1,1,0,1
14210,0,3,1,6,1,2
14211,0,2,2,8,1,0
14212,1,3,2,7,3,2
14213,1,0,0,10,0,2
14214,1,4,0,7,1,1
14215, ,3,1,9,3,0
14216,0,1, ,0, ,2
14217,2,0,1,6, ,1
14218, ,3,0,7, ,0
14219,0,0,0,2,1,1
14220,2,1,0,10,2,1
14221,1,0,0, ,1,1
14222, ,2,1,3,1,0
14223,1,4, ,2,0,2
14224,1,3,0,1, ,0
14225,1,3,0,1,1,0
14226,2,4,2,9, ,0
14227,1,2,0, ,1,2
14228,0,3,1,1,0,1
14229,0,0,1,6,2,1
14230, ,2, ,2,3,1
14231, ,4,2,4,3,2
14232,2,2,2,8,3,1
14233,0,3,1,10, ,2
14234,1,4, , ,0,1
14235,0, ,2,0,0,1
14236, ,2,0,10,1,2
14237,1, ,0,9,0,0
14238,2,3,2,6, ,2
14239,1,4,1,4,3,0
14240,1,0,0,0,1,1
14241,1,0,1,3,2,0
14242,2,1,0,3,2,1
14243,2,0,2,1, ,1
14244,1,0,2,8,0,2
14245,2,4,2,3,2,1
14246,0,1,2,6,3, 
14247,2,0,1,6,3,2
14248,2,2,0,6,2,0
14249,1,0,1,9,0,2
14250, ,2,0,4, ,2
14251,1,2,0,3,2,1
14252,1,1,1,7,0,2
14253,0,1,2,3,1,2
14254, ,4,0,10,3,0
14255, ,0,1,10,3,0
14256,1,1,0,8,2, 
14257,0,1,0,5,0,1
14258,0,2,2,7,1,2
14259,0,2,2,10,0,0
14260,0,0,1,1,0, 
14261,1,1,0,0,0,2
14262,0,4, ,7,2,0
14263,0,3,2,2,2,0
14264,0,3, ,6,0,0
14265,0,1,2,6, ,1
14266,2,1,1,4,3,1
14267,2,3,2, ,3,0
14268,1,2,0,7,0,2
14269,0,3,2, ,0, 
14270,2,2,0,2,0,0
14271,1,1,1,5,2,1
14272,1,4,0,2,1,0
14273,2,1,2,2,2, 
14274, ,2,1,7,1,2
14275,0,4,1,9, ,0
14276, ,0,1,3,2,2
14277,1,3,2,6,2, 
14278,0,0, ,9,1,0
14279,2, ,1,5,1, 
14280,2,4,1, ,0,2
14281,2,0,0,9,2,1
14282,0,3,2,1,1,2
14283,0,3,2,4,2,0
14284,2,4,2,7, ,1
14285,1,1,0,0,1,1
14286,1,2,0,3,2,1
14287,2,3,2,4,3, 
14288, ,0,0,3,2,1
14289,2,1,0,1,1,0
14290,2,4,2,1,1,0
14291, ,3,1,5,1,0
14292,2,3, ,1,1,0
14293,0,0,2,5,3,0
14294,1,1, ,10,1,0
14295,0, ,2,8, ,0
14296,2,4,1,10,0,2
14297,0,1,1,6,1, 
14298,0,2,0, ,1,2
14299,0,1,0,5,2,1
14300,1,4,1,8,1, 
14301, ,2, ,8,2,0
14302,2,0,2,0,2,2
14303,2,2,0,9,1,0
14304,0,1,2,6,3,2
14305,1,4,2,7,2,0
14306,0,1,2,2,1,1
14307,2,0,0,0,2,2
14308,1,2,1,2,0,1
14309,2,1,1,0,0,1
14310,1,2,2,0,2,2
14311,1, ,0,5,1,0
14312,0,0,0,2,1,2
14313,0,2,2,8,3,2
14314,1,0,1,3,1,1
14315,2, ,2,2,1,1
14316,1,2,2, ,0,1
14317,2,4,2,4,1,1
14318,0,2,2,6,3,2
14319,1,0,0,6,3,2
