id,BG,AG,HA,ED,HE,SE
89055,1,1,2,3, ,0
89056, ,1,0,6,3,1
89057,1, , ,4,2,1
89058,1,0,1,0,3,2
89059,1, , ,3,3,0
89060, , ,2,4,1, 
89061,2,0,0, ,2,2
89062,0, ,2,6,0,0
89063,0,1, ,0,2,2
89064,1,4,0,8,1,0
89065,1,1,0, ,1,2
89066,0,2,2, ,1,0
89067,0,1,2,7,1,2
89068,2,0,1,5,2,0
89069,1, ,2,0,0,2
89070,1,2,2,5,2,1
89071, ,3,1,1,2,2
89072,0,2,0,1,1,0
89073,1,1,2,5,0,1
89074, ,3,1,5,0,2
89075, ,0,2, ,0,2
89076,1,1,0, ,2,0
89077,0,1,1,4, ,2
89078,0,2,1,5,0,1
89079,0,0,0,1,3,2
89080,0,1,2,9,0,2
89081,2,3,1,4,0,2
89082,1,1, ,1,3,1
89083,2,4,0,1,1,1
89084,2, ,2,5, ,2
89085,2,3,2,4,1,0
89086,2,4,0, ,0, 
89087,1,2,0,4,3,1
89088,1, ,0,9,3,0
89089,2,1,2,5,1, 
89090,1,0,1,3,0,2
89091,0,4,2, ,3,1
89092,0,3,2,1,3,2
89093,1,4,1,6,1,1
89094,2,0,2,10,2,2
89095,1, ,2,2,1,0
89096,0,0,2,1,2,0
89097, ,1,2,9,2,2
89098,2,1,1,10,0,1
89099, ,0,0,5,0,0
89100, ,2,0,3,2,2
89101,0,2,0,8,0,1
89102,0,1, ,1,0, 
89103,2, ,0, ,1,1
89104,1,4,0,5,0, 
89105,2, ,0,2, ,1
89106, ,0,0,3, ,1
89107,2,0,1,2,1,2
89108,0,2,1,6,2,2
89109,1,1,2,5,2,0
89110,0,1,0,9,3,0
89111, ,0,2,7,2,1
89112,1,2,0,9, , 
89113,2,2,1,4,1,2
89114,1,2,0,1,1,0
89115,0,3,1,0,1,0
89116,2,1,1,1,2,2
89117,1,2,2,5,1,2
89118, ,4,0,0,3,1
89119,0,2,0,3,3,0
89120,1,0,1,5, ,1
89121,2,0,2,5,3,1
89122,1,0,2,6, ,0
89123,0,1,2,4,1,1
89124,1,0,0,3,0,0
89125,0,4,2,2,3, 
89126,2,1,2,4,3,1
89127,2,0,2,8,0,2
89128,0,0,0,6,1,2
89129,2,0,1,2,3,1
89130,2,3,2,2,3,2
89131,0,3,0,1,3,0
89132,2,1, , ,2, 
89133,0,0,0,8,1,0
89134, ,4,1,0,1,1
89135,0,4,1,6,2, 
89136,2,1, ,9,2,1
89137,1,3,0,7,3,0
89138,1,3,2,2,3,0
89139,2,1,2,5,1,1
89140,0,2, ,3,1,0
89141,0,0,2,8,3, 
89142, ,4,0,6, ,2
89143,1,0,2,4,0,2
89144,1,1,0,4,1,2
89145, ,0,2,3,2,1
89146,1,0,2,10,2,0
89147,2,3,2,9,1,2
89148,0,2,2,9,2, 
89149,1,1,0,1, ,0
89150,2,2, ,6,3,1
89151,0, , ,3,3,1
89152,1,1,1,4,0,1
89153,1,3,0,5,1,1
89154,1,3,2,3, ,1
89155,2,3,1, ,0,2
89156,0,1,2,1,1,2
89157,0,2,2,3, ,1
89158,1,4,1,9,3,2
89159,2,3,0,8,3,1
89160,0, ,0,2,1,0
89161,2,3,2,5,2,1
89162,2,2,2,8,3,1
89163,0,4,1,0,1, 
89164,1,4,1, ,3,0
89165,0,0, , ,3,1
89166,2,3,1,8,2,0
89167,2, ,1,3,3,0
89168,2,1,0,6,1, 
89169,1,1,2,10,0,2
89170,0,0,1,5,1,2
89171, ,4, ,0,1,2
89172,0, ,0,2,0,2
89173,2,2,1, ,2,0
89174,2,2,2,6,1,1
89175,1,0,2,3, ,1
89176,2, ,1,9,0,1
89177,0,1, ,2,0,1
89178,1,1,2,8,2,0
89179,0,0,2,6, ,1
89180,1,0,2,5,2,0
89181,2,4,2, ,1,2
89182,2,3,1,0,0,1
89183, ,0, ,4,3,1
89184,0,0,1,5,0, 
89185,0,2,1,4,2,2
89186,0, ,1,2,3,2
89187,0,0,0,8,2,0
89188,2,1,0,10,1,2
89189,2,1,2,0,3,2
89190, ,3,1, ,0,1
89191,0,1,2,3,0,0
89192,1, ,0, ,3,2
89193,2,0,2, ,1,1
89194,0,3,1,10,1,1
89195,1,2,1,6,3,0
89196,2,0,0,4,0,2
89197,0,4,2,8, ,2
89198,2,3,2,4,3,1
89199,2,2, ,2,1,0
89200, ,1,0,5, ,2
89201,2,4,1, ,3,1
89202,2,4,0,7,1,2
89203,1,2,0,1,2,2
89204, ,4,2,8,1,0
89205,1,4,0,4,1,1
89206,1,2, ,2, ,1
89207,1, ,0,5, ,0
89208,0, ,0,2,2,2
89209,2,1,0, ,3,1
89210,0,4, ,9,3,1
89211, ,0, ,7,1,0
89212,0,4,2,8,2,1
89213,1,2,2,9,0,2
89214,2,3,1,8,1,0
89215,1,3,2,3,2,2
89216,0,0,0,5,1,1
89217,2,2,0,10,1,1
89218,1,3,0,6,3,2
89219,1,1,1,9,1,0
89220,1,0,2,2,2, 
89221,1,4,0, ,2, 
89222,1,0,1,7,0,0
89223,2,1,1,2,3, 
89224,1,2,0,8, ,1
89225,0, ,1,5,0,1
89226,0,1,2,0,0,1
89227,1,4,2,6,2,0
89228,2,0,0,7,3,2
89229,0,3,2,6,1,0
89230,2,0,0,10, ,1
89231, ,0,0,6,0,0
89232, ,2,2,7,0,1
89233,2,0,2,7, ,2
89234,1,0,1,9,1,0
89235,1,3,2,7,0,2
89236,1,4,0,10,0,1
89237,2,0,2,9,3,2
89238,1,4,2, ,0,0
89239,1,2,0,6,1,1
89240,2,2,2,9, ,2
89241,2,4,2, ,3,1
89242, ,0,2,0,2,1
89243,0,3,0,0,1,0
89244,1,3,0,10,1,2
89245,1,0,1, ,2,0
89246,1,1,2,0,3,0
89247,1,2, ,7,2, 
89248,1,2, ,8,0,2
89249,1,0,0,4,0,0
89250,1,4,1,4,2,1
89251,1,3,1, , , 
89252,2,0, ,4,0, 
89253,0,3,2, ,1, 
89254,1, ,2,1,2,0
89255,0,1,0,8,0,0
89256, ,1, ,8,0,0
89257,1,4, , ,3,1
89258,2,3,0,5,0,2
89259,2,3,2,9,0, 
89260,0,1,1,3,1,0
89261,0,3, ,10,0,1
89262, ,3,2,6,0,1
89263, ,4,0,6,1,1
89264,2,0,0,0,2, 
89265,2,4,1,8,0,2
89266,2,3,0,2,1,2
89267,1,1,2,0,0,2
89268,0,4,2,7,1,1
89269,1,2,2,10,3,0
89270,0,3,0,2, ,0
89271, ,2,0,1,1,2
89272,1,4,0,5,1,0
89273,1,0,1,6, ,0
89274,2,2,0,1,3,1
89275,1,1,1,7,2,2
89276,1,2,2,9, ,2
89277,1,4,1,1, ,0
89278,2,0,2,4,2, 
89279,2,4,2,10,2,0
89280,0,1,1,5,2,1
89281,2, ,2, , ,0
89282,1,0,2,5,3,1
89283,1,0,2,5,0,1
89284, ,4,1,6,2,1
89285,1,3,0,2,2,2
89286,1,3,1,7, ,1
89287,1,3,2,1, ,0
89288, , ,2,0,0,0
89289,1,2,0, ,3,1
89290,1,3,0,3,1,1
89291,0,0,0,6,2,1
89292,0,1,2,6,3,1
89293,2,0,2,7,2,1
89294,0,0,2, ,1, 
89295, ,3,2,5,0,1
89296,2,3,0,8,2, 
89297,2, ,1,10,0,0
89298,2,2,1,2,2,0
89299,2,4,2,1,1,2
89300, ,1,0,10,3,2
89301,0,4,2,10,2,2
89302,0,3,2,3,3,0
89303,1,0,2,2,2,1
89304,0,3, ,9,2,1
89305,0,3,0,3, ,0
89306,1, ,2, ,1,0
89307,1,3,2,7,1,0
89308,0,1, ,9,0,1
89309,2, ,0, ,1,2
89310,0,4, ,8,3,0
89311,1, ,0,8,2,2
89312,1, ,0,4,1, 
89313,0, ,1, ,1,2
89314,0,2,0,10,1,1
89315,1,1,0,9,1,2
89316,1,0,2,10,3,0
89317,2,0,2,7,1,1
89318,1,0,1,10,3,1
89319,0,4,0,3,3,1
89320, ,4,1,0, ,1
89321,2,2, , ,2,2
89322,1, ,1,0, , 
89323,1,2,1, ,1,0
89324,2,1,2,0,3,1
89325,0,4,1,6,0,2
89326,2,0, , ,1,0
89327,0,2,2,0,0,1
89328,2,3,2,1,2,2
89329,1, ,2, ,0,2
89330,0,1,0,7,2,2
89331,2,1,1,5,1,2
89332,2,3, ,1, ,0
89333,0, ,1,0,1,2
89334,2,2,0,8, ,1
89335,2,4,1,0, ,0
89336,0,4,0,0,0,1
89337,1,3,1,0,3, 
89338,2,4,2,4,2, 
89339,2,4,2,4,2,1
89340,1,3,0,0,3,2
89341,1,1,2,7,0,1
89342,2, ,2,7,0,1
89343,2,2,0,5,2,1
89344,1,2,0, ,2,1
89345,0,4,1,1,0,0
89346,2,0,1,5, ,2
89347,2,0,2,7,2,1
89348,1,3,0,9,1,2
89349,1, ,0,1,3,1
89350,1, ,2,9,2,0
89351,0,4,0,9,1,2
89352,0,2,0,6,2,2
89353, ,1,2,6, , 
89354, ,1,1,9,3, 
89355,2,0,1, ,3,1
89356,1,1, , ,2,0
89357,1,4,0,0, ,1
89358,1,3,0,6,1,1
89359,1,3,2,0,2,0
89360,1,3,1,8,1,2
89361,0,1,2,7,2,2
89362,2,4,1,1,0, 
89363,1,3, ,9, ,0
89364,0,2,1,1,2,1
89365,0,3,2,5,2, 
89366,2,3, ,1,3,1
89367, ,3,2,0,3,1
89368,0,4,2,9,2,1
89369,0,3,0,4, ,2
89370,1,0,2, ,2,1
89371,1,3,2,7,2,0
89372,2, ,1,8,2,0
89373,0,1,0,10,1,1
89374,1, ,2,0,3,0
89375,2,2,1,0,2,2
89376,0,4,2,9,3, 
89377,1,1,2,5,3,0
89378,1,0,1,9,1,0
89379,0, ,1,0,2,2
89380,0,1,2,1,2,2
89381,0,0,0,9,2,0
89382,0,2,2,3,3,1
89383, ,3,1,2,3, 
89384, ,4,1,5,3,1
89385,2,0,1,5,2,1
89386,0,0,0,7,2,0
89387,1,2,0,8,1,1
89388,1,0,1,9,1,1
89389,1,3,2,1,3, 
89390,1,0,0,4,1, 
89391,2,1,0,2,3,1
89392,2,2,2,10,2,1
89393,0,2,1,0,1,1
89394,2,3, ,5,2,0
89395,0,3,1,4,0,1
89396,0,1,0,10,0, 
89397, ,4,2,1,3,2
89398,1,2,1,7,1,0
89399,1,0,1,7,0,2
89400,0,2,2,9,1,0
89401,1, ,2, ,0,0
89402,0,1,2,7,0,1
89403,2,3,0,9,3,1
89404,2,4,0,3, ,0
89405,0,1,2,10,1,1
89406,1,1,0,10,0,2
89407,0,4,2, , ,0
89408,0,3,1,1,3,1
89409,1,3,0, ,0, 
89410,1,3,2,1,2,0
89411,0,3,0,10,2,0
89412,0,2,0,0,0,0
89413,2,1,0,4,2,0
89414,2,2, ,6,3,0
89415, ,2,1,5, ,0
89416,2,0,2,4,2,2
89417,1,2,1,0,0,1
89418,1, ,1,5,2, 
89419,1,3,0,7, ,1
89420,0,4,0,2,1,2
89421,1,4,1,2,1,0
89422,0,1,0,3,0,0
89423,0,0,2,4,0, 
89424,0,3,0,2,1,1
89425,0,3, ,7,3,0
89426,2,2,0,6,0, 
89427,0, ,1,9,2,2
89428,1,2,2,2,2,0
89429,0,2,1,9, ,1
89430,2,2,1,0,2,1
89431,1,2, ,5,2,2
89432,0, ,1,10,0,2
89433,2,2,2,6,0,0
89434,0,2,2,7,2, 
89435,0,0,2,6, ,1
89436,0,1,2,1,0,2
89437,1, ,2,10,3,1
89438,0,3,1,3,2,1
89439,0,4,0,0, ,0
89440,2,1,1,8, ,1
89441,2,0,2,0,2,2
89442,1,0,1,2,0,1
89443,2,4,2,4, ,0
89444,1,4,2,0,3,1
89445, ,1,2,3,0,2
89446,2,3, ,3,3,0
89447,1,1,1,1,0,1
89448,0,2,2,3,0,2
89449,2,4,0, , ,0
89450,2,0,2,0,2,0
89451,2,1,0,10,2,1
89452,1,2, ,2, ,0
89453,1, ,1,1,1,1
89454,0,4,0,2, ,1
89455,2,1,1,0,3,0
89456, ,1,1,6,0,1
89457,1,2,1, ,1,0
89458,0,4, ,3,3,2
89459,2,1,1,2,0,1
89460,2,4,2,4,0,2
89461,0,3,0,10,2,0
89462,2,3,0,10,1,0
89463,1,0,0,8,0,0
89464,2,0,2,4, ,0
89465,2,4,0, ,2,1
89466,2,1,0,2,1, 
89467,1,1,0,9,0,0
89468,0,0,0,7, ,2
89469,1,2,0,8,2,2
89470,1,4,0,8,2,2
89471,0,2,0,7,1,1
89472,0,4,1,1,3,2
89473,1,3,0,1,1,2
89474,2,2,0,7,1,2
89475,2,3,0,8, ,0
89476,1, ,1,0,3,0
89477,2, ,0,1,2,1
89478,2,2,1,3,3, 
89479,0,1,2,5,3, 
89480,0,3,0,1,3,2
89481,2, ,2,0,1, 
89482,1,2,2, ,0,1
89483, ,2,2,4,2,2
89484,1,2,2,6,2,1
89485,1,2,0,2,2,0
89486,2,2, ,10,3,2
89487,1,2,1,3,1, 
89488,1, ,1,1,3,1
89489,1,1,1, ,2,2
89490,2,2,2,7,0, 
89491,0,3,2,8,3, 
89492,0,4,1, , ,1
89493,1,3,1, ,2,0
89494,0,1,0,1,3,2
89495,2,3,0,2, ,2
89496,2,2,2,9,3,1
89497,2,4,1,10, ,1
89498,1,2,2,3,3,2
89499,1,1,0,1,1,2
89500,0,3,0,10,1,0
89501,1, ,1,9,2,2
89502,1,1,0,0,0,0
89503,1,0,0,6,0,2
89504,2,1,1,9,0,1
89505,2,1,0,0,3,2
89506,2, , ,10,3,1
89507,2,2, ,6,0,2
89508,2,1,1,3,3,0
89509,2,3,2,10,1,1
89510,2,0,2,4, ,0
89511,0,3,0,2,2,2
89512,2, ,0,1,3, 
89513,2,3,1,1,0,2
89514,1,4,1,1,1,1
89515,1,0,0,1, ,0
89516,1,2,2,10,2,2
89517,1,3,0, , ,1
89518,1,4,1,0,3,1
89519,2,3,0,3,3,0
89520,0,0,1, ,3,2
89521, ,2,0,0, ,1
89522,2,3, ,8,3,0
89523,2,4, ,2,1, 
89524,1,4,0,3,1,1
89525,0,4,1,9,0,1
89526,2, ,2,5,0,0
89527,2,2,1, ,2,2
89528, ,4, ,4,1,2
89529,1,2,1,0,1,1
89530, ,1,2,8,2,1
89531,2, ,2,1, ,2
89532,0,3,0,7,0,1
89533,1,3,1,5,2,1
89534,2,0, ,7,2,0
89535,0,2,0,7,1,0
89536,2,0,1,9,0,2
89537,1, ,2,2,2,1
89538, ,1,0,8,2, 
89539,0, ,1,4,3,2
89540,2,2,1,5, ,1
89541,0,2,2,0, ,2
89542,0, , ,2,1,2
89543,1, , ,8, ,2
89544, ,4,2,7,1,2
89545,1, ,2,10,1,1
89546,1, ,0,7,0,1
89547,0,3,2,6,1,1
89548,1,2,0,0,0,0
89549,2,0,2, ,3, 
89550,2,2,0,0,0,2
89551,2,1,0,6,3,1
89552,0,1, ,1,3,2
89553, ,0,1,6,0,1
89554, ,3,1,6,3,1
89555,2,3,1,8,1,2
89556,1,1,2,2,2,2
89557,0,1,2,8,3,1
89558,1,0,1,1,3,2
89559,0,1,2,8,0,0
89560,2,4,2,7,1,2
89561,0,2,1,10,3,0
89562,2,4,0,4,2,1
89563,2,2,1,1,2,0
89564,1,4,2,4,2,1
89565,0,4,0,5,3,2
89566,0,2,1,4,0,2
89567,2,4,1, ,2,0
89568,0,1,1,6,1,1
89569,2,0, ,1,2,0
89570,2, ,1,7,3,2
89571,2,2, ,2,1,2
89572,2,3,1,10,3,2
89573,0,2,2,4,2,0
89574,1, , ,5, ,1
89575,2,3,0,2,0,0
89576,2,3,1,6, ,2
89577,1,3,0,0,2,2
89578,0,0,1,10,0,2
89579,2,0,0,2,2,2
89580,2,4,2,8,1,1
89581,1,1,1,9, ,2
89582,2,2,2,5,2,2
89583,0,1,2,5,2,2
89584,2, ,2,0, ,2
89585,2,3,0,9,0, 
89586,1,3,1,10, ,0
89587,2, ,1,8,2,2
89588,1,4,0,1,3,0
89589,1,3,0,7,0,1
89590,2,3,1, ,1,0
89591,1,2,1,10,3,0
89592, ,0,1,3,1, 
89593,0,3,2,7,2,1
89594,0,3,2,3,3,0
89595,2,2,1,1,2,2
89596,1,4,1,10,3,2
89597,0,0,1,4,2,0
89598,1,0,0,8, ,2
89599,2,2,1,8,1,0
89600,1,2,2,1,0,0
89601,1,2,0,10,0,2
89602,0,0,2,7, ,0
89603,0,3,0,9,2,2
89604,2,0,1,7,2, 
89605,2,0,0,6,1,0
89606,0,1,2,6,2,2
89607,2,0,1,5,2,0
89608,0,4,2,4,3,2
89609,1,0,1,1,2,0
89610,2,3,1,2,0,0
89611,1, ,0,4, ,1
89612, ,4,0,9,0,1
89613,2,4,1,7,0,1
89614,2,2,0,6,3,2
89615,2,4,0,6,1, 
89616,2,0,0,0,2,0
89617,2,1,0,1,3,2
89618,2, ,0,0,3,1
89619,0, ,2,0,0, 
89620,2,1, ,3,3,1
89621,0,3,2,9,0,0
89622,2,1,2,9, ,2
89623,0,4,1,7,3, 
89624,0,4, ,3,2,1
89625,1,2,0, ,2,0
89626,2,4,2,5,3,0
89627,2,1,0,0,2,2
89628,0, ,2,6,3,1
89629,2,2,2,1,2,1
89630,1,1,1,8,1,2
89631,0,3,0,1,2, 
89632,0,4,0,6,0,1
89633,2,0,0, ,1,2
89634,2,1,2,0,1,0
89635,0,1,0,7,2,0
89636, ,2,2,4,2,1
89637,1,0,1,6,1,1
89638,2,1,2,5,3,2
89639,0,2,1,3,2,2
89640,2,1,2, ,2,0
89641,1,3, ,4,3,1
89642,2,1,2,1,3,1
89643,0,3,2,6,2,2
89644,2, ,1,9,1,1
89645,0,0,2,9,2,1
89646,0,0,2,7,2,1
89647,1,3,2,4,1,0
89648,0,0,0,2,1,0
89649,0,3,0,3,0,0
89650, ,2,0,10,3,0
89651,2,3,1,10,3,2
89652,0,4,1,5,1,2
89653,2,1,0,9,0,0
89654,1,2,2,4,3,0
89655,1,4,1,2,1,2
89656,2,4,2,10,3,2
89657,1,2,0,1,2,2
89658,1,2,0, , ,0
89659,2,4,2,4,2,1
89660,2,3,1,0, ,2
89661,0,0,1,3,0,0
89662,0,2,1,7, , 
89663,2,3,1,10,1,0
89664,2, ,1,3,3, 
89665,2, ,1,10,1,2
89666, ,1,1,8,2,2
89667,0,4,2,10,3,2
89668,1,1,1,7,2,0
89669,0,0,2,4,3,2
89670,0,2,0,9,3,0
89671,2,0,1,6,3,1
89672,2,3,2,3,3,2
89673,1,1,0,6,2, 
89674, ,0,0, ,3, 
89675,0,3,0, ,0,0
89676,1,1,1,5,3,0
89677,2,1,0,8,3, 
89678,0,3,2,8, ,0
89679,0,2, ,10,1,1
89680,1,0,2,3,0,1
89681, ,4, ,8,0,2
89682,2,1,2,6,1,2
89683,2,0,1,9,1,1
89684,0,0,1,9,2,1
89685,2,2,0,9,0,1
89686,1,4,1,10,1,2
89687, ,1,0,4,0,0
89688,2,1,1,9,1, 
89689,1,0,0,3, , 
89690,2,0,1,9,2,2
89691,2,2,2,5,0,0
89692, ,2,1,1,3, 
89693, ,3,2,8,0,1
89694,0,3,2,5,2,0
89695,0,1,0,5, ,0
89696,2,0,0,8,3, 
89697,0,0, ,3,0,1
89698,2,0,2,4,2,1
89699,1,3,1,2,3,2
89700,2,2,1,1, ,0
89701,2,4,0,2,0, 
89702,0,0,1,8,1,0
89703,1,0,2,4,3, 
89704,0,3,2, , ,2
89705,1,2,1,10, ,0
89706,1,4,2,2,0,2
89707,0,4,0, , , 
89708,1,2,1,2,0,0
89709,2,4,2,10,3,1
89710,0, ,1,8, ,0
89711,1,0,0,6,1,1
89712,1,0,1,7,0,0
89713,1,4,0,9,1,2
89714,2, ,1,4,0,2
89715,0, ,2,3,1,2
89716,0, ,2,0,0,2
89717,1,4,0,0,0, 
89718,0,0,2,5,1,2
89719, ,0,0,6,1,1
89720,1,2,2,0,0,0
89721,2,2, ,2,2,1
89722,0,2,2,2,2, 
89723,1,3, ,2,1, 
89724,2,1,1,5,1,0
89725,1,1,2,8,3,0
89726,0,1,2,4,1,1
89727,0,3,0,4,2,1
89728,0,1,1,4,1,1
89729,2,1,0, ,1,1
89730,0,0,2, ,1,1
89731,1,2,1,6,2,0
89732,1,4, , , ,0
89733,1,1,1, ,1,0
89734,2,2,0,6,2,1
89735, ,3,0,9,0,1
89736, ,3,1,3,2,2
89737,1,4,2,2,1,2
89738,0,0,1,9,3,1
89739,1,3,2,6,3,2
89740,1,2,0,5,0,2
89741,0,4,0,5,2,1
89742, ,3,2,9,1,1
89743,2,3,2,8,3,2
89744,1,4,1,9, ,2
89745,1,2,2,8,1,1
89746,2,1,1,1,2,2
89747,2, ,2,6,2,1
89748,0,4,1,7,3,1
89749,0,2,0,8,0,2
89750,1,2,1,6,3,2
89751,1,3,0,10,1,2
89752,2,2,0,3,0,0
89753,2,1,0,8,1,2
89754,0,2,1,2,0,0
89755,0,1,1,4,1,0
89756,1,1,1,6,1,2
89757,2,3,0,2,3,1
89758, ,1,2,6,2,0
89759,2,3,0,8,0, 
89760,2,3,0,1,1,2
89761,0,4,2,9, ,2
89762,0, ,1,4,3,2
89763,2,0,2,0,1,0
89764,0,2,0,2,1,1
89765,0,0,1,9,0,0
89766, ,1,0,1,1,0
89767,0,3,0,3,2,1
89768,0,2,2, ,1,0
89769,2, ,0, ,2,0
89770, ,2,1,2,2,1
89771, , ,2,4, ,0
89772, ,4,2,10,1,1
89773,2,3,2,1,2,2
89774,2,4,2,4,1,1
89775,1,2,1,6, ,1
89776,2,4, ,3,0, 
89777,0,2,2,10,3,1
89778,0,3,0,8,1,1
89779,1,4,0,3,2,1
89780,2,1,1,7,2,1
89781,2, ,1,1,1,1
89782,0,4,0,8,2,0
89783,0,3,2,3,1,2
89784,2,1,0,8,2,1
89785, ,0,2,2,2,0
89786,2,4,0,7,1, 
89787,0,4,2,4,2,2
89788,0,4,2,0,3,2
89789,1,4,1,10,0,1
89790,2,1,0,4,0,2
89791,0, ,0,7,0,0
89792,1,1,1,0,2,0
89793,0,2,1,2,1,0
89794,2,0,1,7,1, 
89795,0,4,2,4,3, 
89796, ,2,2,4,3,0
89797,0,2,2,10,0,2
89798,2,0,2,1, ,0
89799,1,3,2,5, ,2
89800,1,3,1,5,1,2
89801,2,1,2,2, ,1
89802,1,2,1,8,0,2
89803,2, ,1,6,0,0
89804,1,1,1,7, ,0
89805,1,0,0,6,2,0
89806, ,4,2, ,3,1
89807,2,0,1, ,3,1
89808,1,0,2,7,0,2
89809,2,1, , ,0,1
89810,2,4,0,6,1,0
89811, ,1,2,6,0,2
89812,0,3,0,8,1,2
89813, ,0,2,3,1,1
89814,1,2,2,4,1,2
89815,0, ,1,5,2, 
89816,0, ,0,2,0,1
89817,0,4,2,9,1,1
89818,0, ,2,10,1,1
89819,2,0,2,7,1,2
89820,1,0,1,3,0, 
89821,1,1,2,3,1,2
89822,1,1,1,8,3,2
89823,0,4,2,1,1,1
89824,2, ,2,1,2,1
89825,2,4,0,4, ,1
89826,1,3,1,0, ,2
89827, ,3,0,8,2,2
89828,2,0,1, ,2,2
89829,0,2,0,1,2,0
89830,1,1,2,4,0,2
89831,2,3,1,9,1,1
89832,2,4,0,4,1,1
89833,2,1,0,3, ,1
89834,2, ,1,7,2,1
89835,1,1,2,6, ,0
89836,1,4,1,10,3, 
89837,0,4,0,3,1,1
89838,0,0,2,7, ,1
89839,2,2,2,10,0,2
89840,1,1,0,10,0,2
89841,1,1,0,10,2,2
89842,1,3,1, ,1,2
89843,0,2,2,2,2,0
89844,2,1,1, ,2,1
89845,2,3,0,1,2, 
89846,1,3,1,6, ,0
89847,1,1,2,1, , 
89848,0,0,1,6,2,1
89849,0,0,2,8,0,0
89850,1,2,1,8,0,1
89851,0,4,0,10,2,1
89852,2, ,2,3, ,1
89853,0,3,2,1,1, 
89854,1,3,1,6,1,1
89855,1,1,0,4,0,1
89856,1,4,2,3,1,0
89857,1,3,0,3,1,1
89858,1,0,2,8,0,0
89859,1,1,0,6,3,0
89860,0,2,1,0,0,2
89861,2,0,1,4,1,2
89862,0,3,2,8,0, 
89863,0,4,1,9, ,2
89864,1,4, ,3,3,2
89865,1,0,0,7,3,2
89866,0,3,1,7,2, 
89867,0,0,2,0,3,1
89868,1, ,1,1,3,0
89869,2,2,0,7,3,2
89870,0,2,2,2,3,0
89871, ,3, ,8,2,1
89872,0, ,1,1, ,2
89873,2,4,2,5,3,2
89874,2,4,1,8,3,0
89875,1, ,1,6,3,0
89876,2,1,2,6, ,1
89877,0,1,2, ,2,1
89878, ,2, ,4,1,2
89879,0,0,2, ,3,2
89880,1,3,2,1,0,2
89881,2, ,0,0,2,1
89882,0,4,0,6, ,0
89883,0, ,2, ,0,1
89884,2,2,0,9,0,2
89885,1,2,0,10,1,0
89886,1, ,1, ,3,2
89887,2, ,0,8, ,2
89888, ,3,0,5,3,1
89889,1,4,2,6,0,1
89890,0, ,0,4,0,1
89891, ,1,1, ,2,1
89892,1, ,1,4,2,2
89893,2,1,2,3,2,0
89894,2, , ,10,1,0
89895,2, ,0,0,0,1
89896,0,3,2,4,0,0
89897,0,2,0,5,1, 
89898,2,3,0,8,1,1
89899,0,4,0,9,1,0
89900, ,0,2,5,1,2
89901,1,3, ,2,2, 
89902,1,2,2,9,3,0
89903,2,1,1,2,0,2
89904,2,4,1,1,2,2
89905,2,1, ,7,1,0
89906,2,2, ,7,2,1
89907,0,3,1,7,3, 
89908,0,0,1,1,3,2
89909,0,1,2, ,0,0
89910,1,0,1,9,1,1
89911,1,0,0,1, , 
89912,0,4,1,2, ,1
89913,0,3,0,9,3,0
89914,0,3, ,3,2,0
89915,0,3,0,10,0,0
89916,1,1,2,9,2,0
89917,1, ,0,8,2,2
89918,2,3, ,2,0,0
89919,2,2,1,0,1,2
89920,0,3,0,7,3, 
89921,1,0,0,0,2,0
89922,0,2,2,1,2, 
89923,0,2,1,10,0, 
89924,0,0,0,9,2,0
89925,0,4,1,8,3,0
89926, ,4,1, ,1,1
89927,0,4,1,5, ,1
89928,1,2, ,6,2,2
89929,1,0,2,7,2,2
89930, ,0,1,4,1,1
89931, ,4,2,4,2,0
89932,2,4,1, ,2,2
89933, ,2, , ,3,1
89934,0,2,0, ,0,1
89935,1,4,0, , ,0
89936,0,4,2,5,3,0
89937,1,0,1,9,2,0
89938,0,4,1,2,0,0
89939,0,2,2,1,3,0
89940,2,0,1,10,2,1
89941,2,1,0,10,2,1
89942,0,2,0,1, , 
89943,0,2, ,7,3,1
89944,1, ,1,2,3,2
89945,2,0,0,7,0,0
89946,2,1,2,0,3,1
89947,0,1,0,2,0,2
89948,2, ,1,6,0,1
89949,2,4,1,3,0,1
89950, ,2,0,3,1,0
89951,0,1,0, ,0, 
89952,1,2,0,6,3,1
89953,1,3, ,9,1,2
89954, ,3,1,8,0,2
89955,0,2,0,2,3,0
89956,0,3,1,1,2,1
89957,0,1,2,5,3,0
89958,1,3,0,7,3,1
89959, ,4,2,2,3,0
89960,1,0,0,3,2,2
89961,1, , ,2,0,1
89962,1,2,0,5,3, 
89963,1,2, ,8, ,1
89964,0, ,1, ,2, 
89965,1,4,0,7,1,1
89966,2,0,2,9,3,2
89967,1,4,1,3,2,1
89968,1,2,0,0,1,1
89969,1,3,2,9,1,0
89970,2,4,2, ,0,1
89971,1,1,2,7,3,2
89972,2,0,2,2,3,2
89973, ,2,2,3,2,2
89974,2,1,2,1,1,2
89975,0,4,0,10,1,0
89976,2,2,1,3,0,0
89977,0,4,1,0,2,2
89978, ,1,1,2,1,0
89979,2,1,2,4,1,0
89980, ,2,1,10,1, 
89981,0,2,1,4,3,1
89982,1,2,0,8,0,2
89983,1,1,1,8,2,0
89984,0,0,0,6,3,0
89985,0,0,2,6, ,0
89986,0, ,0, ,3,0
89987,2,2,0,9,3,1
89988,1,2,1,5,2,2
